supplier_id,tier,country,country_risk_level,region,production_capacity_units_month,capacity_utilization_pct,gmp_status,fda_approved,cold_chain_capable,avg_lead_time_days,lead_time_volatility_days,historical_delay_frequency_pct,batch_cycle_time_days,batch_failure_rate_pct,financial_health_score,upstream_dependency_known,dependency_pct,is_sole_source,num_approved_alternates,contract_duration_months,geographic_concentration_pct,news_sentiment_score,port_congestion_risk,weather_risk_score,geopolitical_tension_score,active_disruption_signal,cold_chain_route_mismatch,compliance_violation_flag,composite_risk_score,risk_classification
SUP-3824,3,Netherlands,0.12,Europe,11115,0.77,False,False,False,60,3.9,0.26,3,0.05,0.31,False,0.41,True,0,6,0.53,-0.8,0.31,0.52,0.22,True,True,False,76.15,critical
SUP-3825,1,Mexico,0.68,Americas,433958,0.87,True,True,True,19,10.7,0.65,25,0.14,0.26,False,0.43,False,1,12,0.52,-0.69,0.54,0.61,0.38,True,False,False,75.6,critical
SUP-3826,1,India,0.42,Asia,252859,0.54,True,True,True,29,6.1,0.4,23,0.1,0.38,True,0.39,True,0,24,0.49,-0.23,0.37,0.12,0.56,False,False,False,51.3,high
SUP-3827,3,UK,0.14,Europe,21169,0.76,True,True,True,60,2.8,0.13,20,0.07,0.37,True,0.11,False,1,3,0.45,-0.06,0.16,0.41,0.07,False,False,False,20.05,low
SUP-3828,1,Singapore,0.16,Asia,328519,0.5,False,False,False,29,0.5,0.04,8,0.01,0.87,True,0.33,False,3,36,0.7,-0.61,0.73,0.54,0.36,True,False,True,32.45,moderate
SUP-3829,1,Ireland,0.35,Europe,320427,0.77,True,True,True,10,8.1,0.37,14,0.09,0.2,False,0.16,True,0,3,0.54,-0.56,0.53,0.28,0.55,False,False,False,75.85,critical
SUP-3830,3,USA,0.13,Americas,52984,0.64,True,True,False,32,2.8,0.12,19,0.04,0.99,True,1.0,False,5,6,0.36,0.21,0.29,0.49,0.2,False,True,False,19.35,low
SUP-3831,1,China,0.68,Asia,469515,0.91,False,False,False,29,14.5,0.51,23,0.19,0.2,False,0.66,False,3,3,0.93,0.53,0.44,0.68,0.9,False,True,False,75.85,critical
SUP-3832,1,India,0.77,Asia,290019,0.77,True,True,True,12,12.0,0.59,11,0.14,0.2,True,0.9,True,0,12,0.67,-0.74,0.9,0.41000000000000003,0.39,True,False,False,76.1,critical
SUP-3833,1,Germany,0.18,Europe,273898,0.62,False,False,True,16,4.3,0.2,29,0.08,0.61,False,0.12,False,5,36,0.34,-0.26,0.09,0.06,0.25,False,False,True,50.2,high
SUP-3834,3,Italy,0.18,Europe,35861,0.63,False,False,False,43,1.2,0.06,30,0.02,0.9,True,0.22,False,1,12,0.8,0.23,0.39,0.53,0.16,False,True,True,32.0,moderate
SUP-3835,1,Brazil,0.48,Americas,387555,0.86,False,False,True,28,10.8,0.39,30,0.13,0.88,True,0.97,True,0,36,0.86,-0.75,0.27,0.78,0.38,True,False,False,54.25,high
SUP-3836,3,UAE,0.33,Middle East,18169,0.54,False,False,False,83,3.2,0.22,13,0.05,0.49,True,0.15,False,4,18,0.43,-0.3,0.16,0.4,0.7,True,True,True,51.55,high
SUP-3837,3,India,0.45,Asia,48053,0.62,False,False,True,55,7.6,0.35,6,0.12,0.92,False,0.86,False,4,18,0.76,0.45,0.58,0.51,0.37,False,False,True,53.8,high
SUP-3838,2,Germany,0.11,Europe,50698,0.59,True,True,True,32,0.0,0.0,21,0.0,0.56,True,0.72,False,4,24,0.15,0.19,0.26,0.53,0.21,False,False,False,11.9,low
SUP-3839,2,Italy,0.17,Europe,88226,0.84,True,True,True,22,5.9,0.39,24,0.22,0.75,True,0.32,False,4,3,0.38,0.05,0.16,0.43,0.06,False,False,False,20.65,low
SUP-3840,2,Brazil,0.54,Americas,54826,0.88,False,False,True,25,9.5,0.46,23,0.23,0.28,True,0.6,True,0,6,0.51,0.17,0.1,0.09,0.27,False,False,False,51.15,high
SUP-3841,1,USA,0.07,Americas,254696,0.64,True,True,True,8,0.9,0.07,5,0.03,0.88,True,0.47,False,4,6,0.29,-0.24,0.39,0.47,0.12,True,False,False,12.35,low
SUP-3842,1,Mexico,0.65,Americas,147216,0.88,True,True,False,24,5.6,0.36,7,0.07,0.43,True,0.88,True,0,18,0.23,0.0,0.16,0.42,0.46,False,False,False,51.75,high
SUP-3843,1,Brazil,0.5,Americas,248197,0.94,False,False,True,19,7.7,0.3,16,0.11,0.2,True,0.58,False,4,12,0.97,-0.08,0.44,0.35,0.6,False,False,True,51.6,high
SUP-3844,2,Brazil,0.53,Americas,110589,0.48,False,False,True,42,10.5,0.5,20,0.25,0.81,True,0.18,False,1,36,0.73,0.71,0.25,0.65,0.47,False,False,False,28.45,moderate
SUP-3845,2,Canada,0.22,Americas,87351,0.65,False,False,False,20,2.9,0.18,28,0.01,0.3,False,0.93,True,0,12,0.11,-0.18,0.57,0.8,0.53,False,False,True,76.25,critical
SUP-3846,1,Italy,0.22,Europe,280607,0.94,False,False,False,16,3.8,0.3,27,0.09,0.64,True,0.81,True,0,18,0.59,-0.27,0.16,0.53,0.17,False,False,True,51.7,high
SUP-3847,1,Germany,0.09,Europe,453021,0.64,True,True,False,25,0.2,0.02,30,0.01,0.87,False,0.38,False,3,12,0.21,0.49,0.06,0.04,0.17,False,False,False,18.7,low
SUP-3848,2,India,0.5,Asia,139099,0.64,True,True,False,24,4.2,0.32,28,0.09,0.4,False,0.78,False,3,24,0.62,0.06,0.4,0.62,0.34,False,False,False,51.7,high
SUP-3849,3,Japan,0.11,Asia,48201,0.75,True,True,False,43,0.8,0.02,21,0.01,0.64,True,0.5,False,1,3,0.86,-0.28,0.54,0.30000000000000004,0.15,False,True,False,26.15,moderate
SUP-3850,1,China,0.69,Asia,226793,0.52,True,True,True,23,2.1,0.18,20,0.09,0.84,True,0.52,False,1,6,0.75,-0.33,0.64,0.49,0.75,True,False,False,33.55,moderate
SUP-3851,2,Ireland,0.06,Europe,60700,0.45,True,True,True,23,0.1,0.01,17,0.0,0.84,False,0.42,False,2,18,0.42,-0.65,0.37,0.48,0.13,True,False,False,33.25,moderate
SUP-3852,1,India,0.43,Asia,320523,0.79,True,True,True,19,4.7,0.16,24,0.05,0.97,True,0.28,False,4,6,0.91,0.6,0.49,0.54,0.17,False,False,False,14.6,low
SUP-3853,3,Singapore,0.07,Asia,36684,0.91,False,False,True,55,3.9,0.17,30,0.04,0.67,True,0.68,True,0,36,0.89,-0.31,0.51,0.35,0.36,True,False,False,35.9,moderate
SUP-3854,1,UK,0.1,Europe,423923,0.7,True,True,False,9,0.1,0.01,20,0.0,0.64,False,0.55,False,1,12,0.15,0.03,0.14,0.57,0.06,False,False,False,29.2,moderate
SUP-3855,2,India,0.48,Asia,138109,0.93,True,True,False,47,5.8,0.38,7,0.2,0.36,False,0.15,False,5,24,0.66,0.12,0.68,0.31,0.51,False,False,False,54.0,high
SUP-3856,2,Germany,0.16,Europe,104370,0.86,True,True,True,28,0.2,0.01,11,0.0,0.95,True,0.69,False,2,6,0.61,0.06,0.31,0.3,0.17,False,False,False,7.55,low
SUP-3857,1,Japan,0.23,Asia,358040,0.53,False,False,True,9,4.8,0.29,27,0.05,0.74,True,0.92,True,0,6,0.22,0.1,0.8,0.21,0.5,False,False,True,50.25,high
SUP-3858,3,Australia,0.16,Pacific,27890,0.61,False,False,False,76,3.2,0.15,12,0.07,0.44,True,0.61,False,5,12,0.12,-0.82,0.16,0.31,0.45,True,True,True,51.0,high
SUP-3859,1,Netherlands,0.12,Europe,399060,0.65,False,False,False,19,2.5,0.09,22,0.03,0.39,True,0.5,False,5,12,0.53,-0.26,0.17,0.35,0.23,False,False,False,20.95,low
SUP-3860,3,Italy,0.19,Europe,26070,0.69,True,True,False,84,6.4,0.22,26,0.09,0.27,False,0.78,False,3,24,0.33,0.15,0.36,0.02,0.09,False,True,False,51.2,high
SUP-3861,2,China,0.68,Asia,108394,0.58,True,True,True,41,6.4,0.32,30,0.18,0.94,True,0.17,True,0,36,0.87,-0.59,0.51,0.16,0.57,True,False,False,51.2,high
SUP-3862,2,China,0.7,Asia,48500,0.53,False,False,True,22,6.6,0.24,28,0.05,0.77,True,0.15,False,5,3,0.81,-0.43,0.72,0.2,0.77,False,False,True,50.3,high
SUP-3863,3,China,0.82,Asia,32325,0.87,False,False,False,71,10.9,0.49,3,0.2,0.7,False,0.85,False,2,12,0.55,-0.21,0.54,0.43,0.9,False,True,False,75.6,critical
SUP-3864,3,Mexico,0.5,Americas,56259,0.41,True,True,False,87,5.6,0.24,28,0.12,0.62,False,0.57,False,5,12,0.62,-0.72,0.23,0.28,0.24,True,False,False,52.25,high
SUP-3865,3,France,0.19,Europe,16265,0.66,False,False,False,71,1.7,0.09,8,0.04,0.4,True,0.12,False,3,3,0.25,0.39,0.35,0.0,0.25,False,False,False,14.55,low
SUP-3866,2,Germany,0.18,Europe,117294,0.55,True,True,True,26,0.1,0.0,10,0.0,1.0,True,0.84,False,4,24,0.2,0.18,0.21,0.09,0.2,False,False,False,4.35,low
SUP-3867,1,China,0.63,Asia,127628,0.55,False,False,False,9,10.1,0.38,15,0.21,0.74,False,0.58,False,3,24,0.88,0.63,0.61,0.51,0.75,False,False,False,50.2,high
SUP-3868,2,Switzerland,0.12,Europe,143890,0.62,True,True,False,31,0.9,0.04,17,0.01,0.89,False,0.54,False,1,18,0.77,0.25,0.46,0.47,0.22,False,False,False,26.55,moderate
SUP-3869,1,Italy,0.24,Europe,267331,0.62,False,False,True,16,4.5,0.25,6,0.13,0.57,True,0.33,False,5,36,0.93,-0.1,0.1,0.49,0.22,False,False,False,23.55,low
SUP-3870,3,Switzerland,0.07,Europe,28009,0.84,False,False,False,36,1.3,0.07,17,0.04,0.92,True,0.2,True,0,24,0.48,-0.29,0.39,0.22,0.23,False,False,False,26.75,moderate
SUP-3871,1,China,0.71,Asia,195088,0.69,True,True,False,10,8.8,0.4,8,0.15,0.62,True,1.0,True,0,24,0.66,0.46,0.5,0.4,0.9,False,False,False,51.7,high
SUP-3872,2,USA,0.13,Americas,47758,0.91,False,False,True,18,0.7,0.03,27,0.01,0.4,True,0.85,True,0,12,0.71,0.06,0.2,0.44,0.12,False,False,False,30.75,moderate
SUP-3873,3,Germany,0.17,Europe,18960,1.0,True,True,False,58,2.6,0.2,10,0.05,0.79,False,0.55,False,5,36,0.55,-0.79,0.18,0.48,0.14,True,True,False,51.75,high
SUP-3874,2,Brazil,0.48,Americas,147625,0.85,True,True,False,47,2.7,0.2,22,0.05,0.4,True,0.5,True,0,6,0.81,-0.82,0.25,0.42,0.15,True,False,False,51.25,high
SUP-3875,2,Italy,0.31,Europe,79902,0.64,False,False,False,17,14.2,0.48,21,0.19,0.27,False,0.59,False,2,3,0.59,-0.68,0.59,0.29,0.3,True,False,True,76.55,critical
SUP-3876,2,Singapore,0.1,Asia,79132,0.67,True,True,True,35,0.2,0.01,13,0.01,0.68,True,0.39,False,4,18,0.65,-0.76,0.3,0.37,0.17,True,False,False,18.9,low
SUP-3877,3,India,0.48,Asia,39932,0.57,True,True,True,69,12.6,0.45,14,0.18,0.24,True,0.64,False,3,6,0.75,0.44,0.44,0.34,0.46,False,False,False,38.1,moderate
SUP-3878,2,China,0.82,Asia,40500,0.58,False,False,False,15,5.9,0.42,19,0.19,0.25,True,0.41,False,2,18,0.71,0.05,0.86,0.57,0.9,False,False,False,50.15,high
SUP-3879,1,India,0.53,Asia,129508,0.57,False,False,False,18,7.1,0.42,10,0.13,0.48,False,0.86,True,0,24,0.74,0.49,0.47,0.75,0.58,False,True,False,77.45,critical
SUP-3880,1,India,0.41,Asia,188655,0.95,True,True,True,28,5.5,0.48,17,0.14,0.54,True,0.23,False,2,6,0.81,0.36,0.64,0.44,0.48,False,False,False,31.65,moderate
SUP-3881,2,China,0.72,Asia,139750,0.79,False,False,False,31,13.3,0.54,30,0.16,0.74,True,0.82,False,1,12,0.77,0.6,0.67,0.66,0.52,False,False,True,51.0,high
SUP-3882,1,Canada,0.1,Americas,470300,0.8,True,True,False,16,2.4,0.08,14,0.04,0.3,True,0.19,False,4,24,0.26,-0.12,0.14,0.29,0.13,False,False,False,19.3,low
SUP-3883,1,Canada,0.11,Americas,210058,0.69,True,True,False,9,2.7,0.12,18,0.06,0.27,False,0.41,True,0,3,0.76,0.38,0.37,0.75,0.39,False,False,False,53.65,high
SUP-3884,3,Switzerland,0.08,Europe,54572,0.84,True,True,False,73,0.9,0.03,29,0.01,0.82,True,0.95,True,0,18,0.57,-0.47,0.24,0.26,0.1,True,False,False,28.05,moderate
SUP-3885,2,Germany,0.09,Europe,136386,0.91,True,True,False,57,0.8,0.04,26,0.01,0.43,True,0.76,False,2,36,0.37,-0.21,0.36,0.54,0.21,False,False,False,19.2,low
SUP-3886,1,Egypt,0.56,Africa,415792,0.51,True,True,True,13,13.3,0.48,17,0.15,0.51,True,0.91,False,3,6,0.76,0.48,0.36,0.23,0.11,False,False,False,33.5,moderate
SUP-3887,2,Germany,0.09,Europe,134743,0.49,False,False,True,37,0.3,0.02,27,0.0,0.32,True,0.83,False,1,18,0.52,0.27,0.24,0.46,0.2,False,False,True,26.35,moderate
SUP-3888,1,India,0.53,Asia,135801,0.61,True,True,False,20,7.2,0.4,10,0.22,0.63,True,0.39,True,0,36,0.81,0.03,0.62,0.64,0.45,False,False,False,51.0,high
SUP-3889,3,China,0.67,Asia,13097,0.81,True,True,True,40,6.6,0.35,6,0.12,0.87,False,0.56,False,4,6,0.6,-0.29,0.78,0.06,0.64,False,False,False,53.95,high
SUP-3890,1,Italy,0.21,Europe,317222,0.74,True,True,True,11,2.6,0.13,7,0.04,0.56,True,0.54,False,2,6,0.31,0.45,0.24,0.02,0.21,False,False,False,12.55,low
SUP-3891,1,Switzerland,0.1,Europe,391988,0.4,True,True,True,26,3.9,0.15,5,0.09,0.37,True,0.9,True,0,36,0.58,0.42,0.39,0.05,0.1,False,False,False,29.9,moderate
SUP-3892,3,France,0.11,Europe,18515,0.77,True,True,False,40,1.6,0.08,25,0.03,0.78,True,0.5,False,3,3,0.86,0.25,0.23,0.38,0.15,False,False,False,9.2,low
SUP-3893,1,Singapore,0.15,Asia,439822,0.71,False,False,True,8,5.1,0.26,6,0.09,0.51,True,0.99,True,0,18,0.17,-0.77,0.75,0.71,0.51,True,False,False,50.65,high
SUP-3894,1,Mexico,0.66,Americas,200235,0.87,False,False,False,14,10.7,0.46,24,0.08,0.72,True,0.27,False,4,3,0.28,-0.13,0.32,0.4,0.33,False,False,True,50.5,high
SUP-3895,1,India,0.41,Asia,277675,0.68,False,False,False,26,9.6,0.5,19,0.13,0.87,True,0.98,False,5,18,0.73,0.6,0.57,0.08,0.16,False,False,False,23.0,low
SUP-3896,1,Japan,0.09,Asia,143077,0.45,True,True,True,7,0.6,0.05,17,0.02,0.77,True,0.3,False,4,6,0.22,-0.3,0.63,0.64,0.33,True,False,False,17.55,low
SUP-3897,3,France,0.41,Europe,41836,0.76,True,True,False,50,7.1,0.29,12,0.05,0.32,False,0.46,True,0,6,0.62,-1.0,0.44,0.29,0.42,True,False,False,76.5,critical
SUP-3898,3,Japan,0.07,Asia,19876,0.42,False,False,True,83,0.8,0.07,21,0.04,0.72,True,0.56,False,1,3,0.77,-0.58,0.78,0.4,0.48,True,False,False,21.5,low
SUP-3899,2,China,0.57,Asia,58705,0.67,True,True,False,21,4.1,0.27,11,0.1,0.6,True,0.64,False,1,24,0.68,0.56,0.49,0.36,0.81,False,False,False,27.55,moderate
SUP-3900,1,China,0.71,Asia,324133,0.72,False,False,True,18,10.9,0.48,14,0.17,0.21,True,0.9,True,0,6,0.71,0.26,0.56,0.8,0.82,False,False,True,76.4,critical
SUP-3901,1,India,0.5,Asia,142200,0.65,True,True,True,22,9.7,0.61,22,0.2,0.72,False,0.49,False,2,6,0.77,0.35,0.65,0.32,0.17,False,False,False,51.45,high
SUP-3902,1,India,0.62,Asia,373713,0.81,False,False,False,9,12.5,0.51,4,0.19,0.73,True,0.34,True,0,12,0.81,0.09,0.57,0.44,0.47,False,True,True,76.4,critical
SUP-3903,1,Ireland,0.07,Europe,445735,0.44,True,True,True,9,0.9,0.07,30,0.04,0.65,True,0.31,False,4,6,0.4,-0.67,0.37,0.02,0.16,True,False,False,17.95,low
SUP-3904,3,France,0.1,Europe,38132,0.89,False,False,True,72,5.5,0.21,24,0.04,0.46,False,0.92,False,1,3,0.72,-0.12,0.33,0.28,0.21,False,False,True,52.35,high
SUP-3905,3,USA,0.07,Americas,37742,0.61,True,True,True,34,2.6,0.1,22,0.05,0.69,False,0.37,False,4,36,0.54,0.27,0.23,0.74,0.1,False,False,False,30.0,moderate
SUP-3906,1,Germany,0.13,Europe,120461,0.94,True,True,False,18,1.5,0.08,7,0.03,0.5,True,0.82,False,2,12,0.37,0.26,0.28,0.58,0.2,False,False,False,15.15,low
SUP-3907,1,Germany,0.13,Europe,147512,0.45,True,True,False,14,0.7,0.02,19,0.01,0.47,True,0.17,True,0,18,0.19,0.36,0.33,0.45,0.22,False,True,False,37.7,moderate
SUP-3908,1,UK,0.15,Europe,315967,0.56,True,True,True,19,1.8,0.07,12,0.02,0.55,False,0.52,False,3,36,0.41,0.05,0.3,0.3,0.16,False,False,False,33.35,moderate
SUP-3909,1,China,0.8,Asia,495766,0.83,True,True,False,20,11.1,0.56,23,0.28,0.66,True,0.46,False,5,18,0.58,-0.48,0.67,0.39,0.6,True,False,False,50.95,high
SUP-3910,2,India,0.46,Asia,112355,0.47,False,False,True,27,10.8,0.36,10,0.08,0.99,True,0.63,False,2,18,0.86,-0.53,0.57,0.52,0.5,True,False,False,35.2,moderate
SUP-3911,3,Netherlands,0.08,Europe,35726,0.68,False,False,True,52,0.2,0.02,19,0.01,0.25,True,0.37,False,4,6,0.7,-0.27,0.33,0.29,0.07,True,False,True,31.5,moderate
SUP-3912,2,India,0.48,Asia,72400,0.97,False,False,False,49,5.7,0.26,22,0.1,0.72,True,0.57,False,2,24,0.67,-0.15,0.43,0.35,0.41,False,True,True,51.3,high
SUP-3913,2,India,0.48,Asia,141105,1.0,False,False,True,42,10.4,0.35,26,0.17,0.36,True,0.61,False,1,3,0.8,0.41,0.55,0.36,0.16,False,False,False,32.65,moderate
SUP-3914,2,Japan,0.06,Asia,79114,0.6,False,False,True,28,1.2,0.06,9,0.04,0.81,False,0.16,False,1,24,0.71,0.42,0.34,0.78,0.19,False,False,False,26.2,moderate
SUP-3915,3,Germany,0.11,Europe,13643,0.61,True,True,False,54,0.4,0.02,3,0.0,0.43,True,0.8,True,0,18,0.25,0.33,0.4,0.16,0.18,False,True,False,36.75,moderate
SUP-3916,1,UK,0.15,Europe,462386,0.74,True,True,True,15,1.2,0.04,8,0.02,0.9,False,0.61,False,1,36,0.74,-0.22,0.13,0.55,0.16,False,False,False,30.3,moderate
SUP-3917,2,Germany,0.08,Europe,106623,0.68,True,True,False,44,2.3,0.19,8,0.11,0.26,True,0.58,False,2,6,0.8,-0.72,0.09,0.32,0.22,True,False,False,28.0,moderate
SUP-3918,1,India,0.51,Asia,171513,0.67,False,False,False,27,9.4,0.49,10,0.3,1.0,True,0.16,False,2,3,0.54,-0.2,0.62,0.68,0.14,False,False,False,33.9,moderate
SUP-3919,3,Germany,0.15,Europe,26343,0.59,False,False,True,69,2.7,0.13,17,0.06,0.59,False,0.14,False,3,12,0.83,-0.29,0.33,0.41,0.25,False,False,True,50.95,high
SUP-3920,1,Switzerland,0.06,Europe,376431,0.85,True,True,False,17,4.5,0.16,23,0.04,0.54,True,0.79,False,1,3,0.92,-0.32,0.26,0.31,0.11,True,False,False,20.15,low
SUP-3921,1,Germany,0.16,Europe,284171,0.68,True,True,True,27,4.0,0.18,26,0.07,0.29,True,0.95,False,2,18,0.24,-0.08,0.1,0.03,0.24,False,False,False,22.1,low
SUP-3922,1,China,0.62,Asia,441083,0.8,True,True,False,23,8.7,0.33,3,0.11,0.7,True,0.69,False,2,6,0.88,0.41,0.59,0.6,0.67,False,False,False,33.05,moderate
SUP-3923,1,China,0.74,Asia,361485,0.69,False,False,True,13,6.8,0.5,4,0.22,0.61,True,0.41,False,5,36,0.56,0.59,0.49,0.72,0.77,False,False,True,50.05,high
SUP-3924,2,India,0.56,Asia,69340,0.8,True,True,True,38,11.7,0.53,25,0.13,0.27,True,0.62,False,2,12,0.54,-0.35,0.58,0.79,0.51,False,False,False,51.5,high
SUP-3925,2,China,0.75,Asia,53565,1.0,False,False,False,54,6.8,0.42,14,0.12,0.77,False,0.23,False,1,12,0.51,-0.51,0.63,0.8,0.9,False,False,True,77.0,critical
SUP-3926,1,Italy,0.27,Europe,334354,1.0,False,False,True,8,8.8,0.33,30,0.15,0.42,True,0.49,True,0,6,0.21,0.5,0.21,0.57,0.15,False,False,True,51.75,high
SUP-3927,3,India,0.43,Asia,22871,0.65,True,True,True,80,11.9,0.45,25,0.2,0.7,True,0.73,False,2,24,0.83,0.57,0.61,0.57,0.19,False,False,False,29.2,moderate
SUP-3928,2,France,0.25,Europe,131527,0.53,False,False,False,15,1.8,0.05,23,0.01,0.75,False,0.25,False,3,6,0.56,-0.65,0.37,0.53,0.17,True,True,False,50.5,high
SUP-3929,3,India,0.63,Asia,45516,0.74,False,False,True,44,13.7,0.55,23,0.19,0.31,False,0.6,False,1,18,0.82,0.49,0.78,0.65,0.46,False,False,True,75.35,critical
SUP-3930,1,Germany,0.21,Europe,484523,0.49,True,True,False,14,4.9,0.31,29,0.09,0.37,True,0.39,True,0,36,0.79,-0.86,0.31,0.61,0.11,True,False,False,51.05,high
SUP-3931,2,Canada,0.07,Americas,75760,0.8,True,True,True,34,3.7,0.17,22,0.04,0.4,True,0.82,False,5,12,0.16,0.17,0.27,0.39,0.31,False,False,False,18.8,low
SUP-3932,1,India,0.46,Asia,225088,1.0,True,True,True,30,7.0,0.48,20,0.15,0.53,True,0.44,False,3,12,0.53,0.75,0.51,0.47,0.22,False,False,False,27.85,moderate
SUP-3933,3,South Korea,0.13,Asia,55094,0.54,True,True,True,79,5.6,0.21,4,0.06,0.43,True,0.78,False,1,24,0.55,0.74,0.78,0.06,0.48,False,False,False,17.35,low
SUP-3934,3,UAE,0.32,Middle East,30652,0.64,True,True,False,78,2.4,0.1,9,0.04,0.9,True,0.72,False,3,36,0.57,0.07,0.31,0.29,0.53,False,True,False,26.05,moderate
SUP-3935,1,Italy,0.29,Europe,183903,0.77,False,False,True,10,5.6,0.36,27,0.04,0.76,False,0.73,False,5,24,0.27,-0.96,0.39,0.32,0.16,True,False,False,51.35,high
SUP-3936,3,Netherlands,0.16,Europe,16646,0.81,False,False,True,77,3.0,0.26,3,0.08,0.44,False,0.84,True,0,6,0.95,0.36,0.09,0.46,0.28,False,False,False,51.85,high
SUP-3937,1,France,0.19,Europe,299874,0.53,False,False,False,7,2.2,0.1,26,0.05,0.23,True,0.27,False,2,36,0.8,0.22,0.24,0.35,0.22,False,True,False,30.3,moderate
SUP-3938,1,Australia,0.23,Pacific,379105,0.95,False,False,False,26,3.4,0.25,30,0.04,0.84,False,0.52,True,0,36,0.7,0.14,0.55,0.24,0.32,False,False,False,50.85,high
SUP-3939,2,Germany,0.14,Europe,91556,0.91,False,False,True,24,0.9,0.04,23,0.02,0.31,True,0.5,False,2,3,0.49,0.5,0.29,0.02,0.13,False,False,False,11.6,low
SUP-3940,2,Singapore,0.18,Asia,51204,0.57,False,False,True,25,3.4,0.21,29,0.07,0.52,False,0.85,False,1,18,0.42,0.49,0.82,0.71,0.38,False,False,True,51.35,high
SUP-3941,1,China,0.7,Asia,335516,0.97,False,False,True,29,6.2,0.36,16,0.17,0.55,True,0.82,False,1,18,0.51,0.23,0.8,0.5,0.79,False,False,True,51.2,high
SUP-3942,1,Australia,0.13,Pacific,269757,0.59,False,False,True,25,3.4,0.16,27,0.04,0.93,True,0.85,False,5,18,0.33,-0.67,0.36,0.23,0.28,True,False,False,19.6,low
SUP-3943,1,Japan,0.1,Asia,451080,0.57,True,True,False,19,0.3,0.02,5,0.01,0.63,True,0.65,False,2,24,0.41,-0.14,0.52,0.44,0.48,False,True,False,26.7,moderate
SUP-3944,2,Japan,0.11,Asia,74481,0.83,False,False,True,51,0.2,0.01,22,0.0,0.55,False,0.73,False,2,3,0.7,-0.28,0.38,0.48,0.24,False,False,False,35.55,moderate
SUP-3945,1,China,0.71,Asia,127160,0.46,True,True,False,30,12.7,0.44,23,0.19,0.48,True,0.51,True,0,18,0.53,0.34,0.38,0.5,0.59,False,False,False,56.1,high
SUP-3946,2,Brazil,0.51,Americas,56240,0.99,True,True,True,25,18.4,0.61,3,0.17,0.38,False,0.67,True,0,3,0.57,0.3,0.33,0.55,0.14,False,False,False,76.0,critical
SUP-3947,3,Japan,0.33,Asia,20029,0.77,True,True,True,34,6.0,0.32,6,0.09,0.25,True,0.95,True,0,3,0.14,-0.08,0.56,0.5,0.49,False,False,False,50.8,high
SUP-3948,1,India,0.48,Asia,356076,0.52,False,False,False,10,14.3,0.48,13,0.2,0.91,False,0.34,True,0,12,0.5,-0.35,0.48,0.22,0.39,True,False,True,81.65,critical
SUP-3949,3,Singapore,0.17,Asia,14001,0.82,True,True,True,54,2.6,0.09,7,0.04,0.49,True,0.18,False,5,36,0.39,0.39,0.78,0.77,0.17,False,False,False,18.85,low
SUP-3950,1,China,0.6,Asia,195310,0.63,True,True,False,26,8.3,0.33,18,0.12,0.81,True,0.93,False,5,6,0.52,0.2,0.53,0.66,0.67,False,False,False,32.9,moderate
SUP-3951,1,South Korea,0.13,Asia,300561,0.94,True,True,False,17,2.9,0.14,13,0.04,0.3,True,0.8,False,1,12,0.25,-0.6,0.48,0.16,0.43,True,False,False,28.7,moderate
SUP-3952,1,India,0.66,Asia,361683,0.54,False,False,False,19,7.6,0.62,10,0.12,0.29,False,0.49,False,5,12,0.72,-1.0,0.52,0.48,0.58,True,False,False,75.95,critical
SUP-3953,3,China,0.68,Asia,41520,0.47,False,False,True,76,6.9,0.39,6,0.09,0.9,True,0.72,False,1,6,0.66,-0.64,0.42,0.11,0.66,True,False,True,50.7,high
SUP-3954,1,Mexico,0.46,Americas,305021,0.92,False,False,False,22,4.3,0.27,8,0.12,0.49,False,0.4,True,0,36,0.58,0.6,0.11,0.41,0.17,False,False,False,54.85,high
SUP-3955,2,Mexico,0.51,Americas,138864,0.83,True,True,False,16,4.9,0.39,25,0.14,0.63,True,0.54,False,4,36,0.64,-0.6,0.09,0.49,0.48,True,False,False,37.3,moderate
SUP-3956,2,Canada,0.14,Americas,122527,0.82,False,False,False,36,0.4,0.02,24,0.01,0.72,True,0.45,False,3,12,0.56,-0.5,0.13,0.61,0.35,True,False,False,18.05,low
SUP-3957,3,Egypt,0.63,Africa,27141,0.79,True,True,True,46,4.6,0.41,18,0.22,0.46,False,0.85,False,3,6,0.24,0.58,0.33,0.75,0.36,False,False,False,50.6,high
SUP-3958,2,USA,0.07,Americas,50807,0.74,True,True,False,17,0.4,0.02,21,0.0,0.47,True,0.21,False,4,18,0.43,-0.54,0.35,0.18,0.07,True,False,False,18.35,low
SUP-3959,1,France,0.16,Europe,278591,0.56,True,True,True,27,3.0,0.14,3,0.06,0.32,True,0.53,False,1,24,0.49,0.15,0.3,0.09,0.14,False,False,False,18.85,low
SUP-3960,3,USA,0.41,Americas,36951,0.71,False,False,True,37,3.8,0.27,8,0.02,0.2,False,0.8,True,0,6,0.34,0.38,0.44,0.8,0.31,False,False,True,76.45,critical
SUP-3961,1,Switzerland,0.09,Europe,153347,0.94,True,True,True,13,0.7,0.04,18,0.02,0.72,True,0.73,False,3,12,0.42,-0.05,0.25,0.09,0.14,False,False,False,10.05,low
SUP-3962,2,Germany,0.13,Europe,69428,0.86,True,True,True,45,4.4,0.19,12,0.09,0.53,False,0.3,False,3,12,1.0,0.38,0.22,0.51,0.14,False,False,False,34.2,moderate
